server_hostname,window,stride,ingressBytes_aggregate,inRxmitBytes_aggregate,inCongestionBytes_aggregate,connections_aggregate,ingressBytes_0,ingressBytes_1,ingressBytes_2,ingressBytes_3,ingressBytes_4,ingressBytes_5,ingressBytes_6,ingressBytes_7,ingressBytes_8,ingressBytes_9
92081,10,5,1583037,0,0,2334,192498,146031,160641,159716,142347,137009,185933,177977,135130,145755
168354,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80974,10,5,874344,0,0,3150,83556,85061,88922,88985,89241,90421,91027,85479,86078,85574
156002,10,5,14437241,0,1697674,137,1212405,1442015,1504482,1508332,1465695,1433707,1515217,1500808,1470013,1384567
170228,10,5,5518989,0,0,1016,164298,741479,1069102,1317538,1067834,604788,382490,136784,16524,18152
171482,10,5,14765069,0,2751082,213,1472342,1487047,1500509,1516432,1512455,1477050,1473251,1478891,1454446,1392646
206550,10,5,1901110,0,0,2286,162829,157034,164143,252085,152966,196043,365139,154250,134716,161905
204957,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44572,10,5,2040117,0,0,271,176827,418192,307570,159081,381217,140616,113732,122312,29859,190711
162857,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122460,10,5,3185967,0,0,23,28220,1054858,551844,87408,438231,50279,336396,195779,407527,35425
3549,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203634,10,5,102188,0,0,502,9933,9561,12553,3255,9987,6981,15321,17849,10789,5959
3591,10,5,358093,0,0,14,753,2687,3823,1780,390,10329,156998,93565,54437,33331
155961,10,5,1577731,0,0,165,287554,166474,63244,134716,91654,18934,151975,150064,235641,277475
201611,10,5,312,0,0,3,0,0,0,0,260,52,0,0,0,0
125973,10,5,96100,0,0,1653,10964,13030,11125,8077,7817,8327,8837,9770,9208,8945
175207,10,5,1558658,0,0,2230,159061,128230,121116,108114,135841,238764,146652,132618,151247,237015
198045,10,5,13777207,0,523253,36,1372214,1404130,1273484,1508100,1306654,1239962,1461774,1534460,1303891,1372538
145005,10,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120189,10,5,13434810,0,1784588,55,1339754,1290910,1439581,1386891,1403231,1474736,1380943,1498352,1266752,953660
191993,10,5,401065,0,0,1635,19534,39937,31970,19890,36828,61387,58189,58976,43921,30433
165994,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50381,10,5,0,0,0,109,0,0,0,0,0,0,0,0,0,0
128496,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20242,10,5,72687,0,0,409,17857,8868,14845,1062,1880,2244,2962,4297,9391,9281
65849,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141292,10,5,3227,0,0,3,1569,993,187,0,48,37,0,0,221,172
105851,10,5,74823,0,0,10,31,0,0,634,508,540,1267,12927,40085,18831
193391,10,5,418097,0,0,68,1528,33327,16606,22925,15831,19330,5198,177430,114661,11261
110568,10,5,2036350,0,15879,337,11220,27911,105685,321698,36522,23723,488062,343677,39707,638145
30785,10,5,433669,1430,0,672,10397,10706,17237,15949,19084,26706,98657,138016,30382,66535
111063,10,5,6458161,0,0,355,880534,783044,644640,530755,349664,528941,1033810,751998,442925,511850
155380,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90427,10,5,4090,0,0,7,541,245,225,245,734,785,219,406,333,357
54389,10,5,30430,0,0,362,3394,5448,1706,3089,3027,2022,3664,2438,2225,3417
15873,10,5,53888,0,0,9,0,0,0,0,0,0,887,822,92,52087
53588,10,5,512,0,0,22,341,0,29,142,0,0,0,0,0,0
110078,10,5,1352047,0,0,2068,168652,154351,126064,119181,108223,118587,122726,136294,148079,149890
140363,10,5,425,0,0,4,0,0,0,0,0,0,0,200,225,0
152056,10,5,173097,0,0,546,26131,18072,13476,18242,17876,11773,17796,15719,17820,16192
181625,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60249,10,5,1677331,0,0,11,53,1154,92629,767978,489531,92525,229,18,25541,207673
114173,10,5,1443745,0,0,2307,134849,136950,119228,142123,196681,181434,139043,101824,151043,140570
134758,10,5,1065821,0,0,18,436445,20283,320173,214010,244,949,2907,10281,56103,4426
90099,10,5,376031,0,0,7,247,78870,195358,107,325,144,64,258,328,100330
87522,10,5,35118,0,0,205,7268,725,304,1481,3680,3654,4869,6035,3950,3152
59891,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114173,10,5,1697498,0,0,2421,184102,265275,153340,149242,150663,137981,190024,170485,135154,161232
194368,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31591,10,5,120987,0,0,1898,13695,14554,13847,11999,10429,11509,12799,11819,9901,10435
46044,10,5,1086885,0,0,62,124703,170718,233665,93413,210925,222275,3763,2987,6265,18171
32571,10,5,17042,0,0,10,1729,1796,1710,1643,1729,1796,1710,1643,1710,1576
11644,10,5,41923,0,0,185,1973,7776,4222,2452,1751,7184,2014,4693,6758,3100
43651,10,5,2943947,0,0,329,224829,282433,245941,217239,193625,327110,328746,440000,386383,297641
5016,10,5,1941361,0,0,127,180523,148276,342705,14477,69244,158220,276950,290980,244676,215310
14683,10,5,575794,597,0,727,100900,100030,90226,63124,36188,68612,31903,22328,29503,32980
31619,10,5,1578192,0,0,2503,121077,129994,144979,169509,118540,138825,160295,219684,218469,156820
73666,10,5,205272,0,0,439,37089,33943,33985,21118,23192,16398,8138,11524,6757,13128
104851,10,5,4156,0,0,22,0,0,0,0,0,0,0,13,489,3654
131421,10,5,743935,0,0,155,123521,22694,29695,89841,101910,86133,120702,73871,23070,72498
24435,10,5,1622,0,0,3,225,94,0,139,322,122,0,0,486,234
27492,10,5,477,0,0,0,0,0,0,32,240,0,23,172,0,10
40326,10,5,281,0,0,0,0,0,0,0,0,0,0,0,0,281
182029,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7702,10,5,741,0,0,0,0,0,0,488,253,0,0,0,0,0
22357,10,5,1478832,0,0,1013,94483,35240,16042,46870,77526,371738,533391,162633,85113,55796
112557,10,5,14835580,0,7249732,878,1463559,1518003,1467103,1432558,1568276,1400788,1569391,1439732,1435250,1540920
138748,10,5,3179359,0,0,90,316427,114085,49914,58664,81966,108201,480199,458850,579553,931500
69160,10,5,2651506,0,0,1111,60570,38927,40794,162432,214643,225756,880756,517984,479770,29874
156287,10,5,1722310,0,0,62,172840,222635,242162,278506,191139,23907,87282,90147,215451,198241
31656,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162094,10,5,612,0,0,0,0,0,0,0,0,183,197,38,0,194
2515,10,5,852164,0,0,1097,46709,74508,75907,78004,96626,146970,69634,30248,63985,169573
148310,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32454,10,5,108458,0,0,370,10968,6411,12820,12849,8166,7422,7698,12171,11867,18086
199595,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183972,10,5,204189,0,0,670,49938,13913,27099,28826,18568,18142,20191,12725,6041,8746
123372,10,5,307,0,0,138,0,221,86,0,0,0,0,0,0,0
77988,10,5,298231,0,0,886,21518,35055,48022,48282,31422,16479,30496,29328,16903,20726
11931,10,5,796355,0,0,247,73510,69117,79588,95817,87074,76033,88093,66629,73797,86697
129272,10,5,652673,0,0,83,170731,141965,56087,35136,38752,39185,27552,71874,58383,13008
153434,10,5,16062,0,0,11,1728,1651,1482,1764,1730,1768,1423,1300,1517,1699
1166,10,5,437208,0,0,949,34998,46518,37962,21919,11543,63545,74899,55397,58724,31703
138369,10,5,27547,0,0,441,1975,1496,3486,3482,3656,2739,3090,2487,2323,2813
6977,10,5,1753484,0,0,300,173266,186688,194921,190632,203293,238656,166200,151945,118671,129212
101567,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,10,5,428,0,0,0,0,0,0,0,0,11,417,0,0,0
207674,10,5,8291773,0,199781,59,1363319,1305965,940382,707975,741256,769779,741019,740894,680251,300933
98198,10,5,198659,0,0,285,23688,19817,22997,17819,9114,8699,14321,12398,16958,52848
175176,10,5,8445,0,0,13,518,603,1044,1014,1019,884,724,850,1153,636
170957,10,5,275540,0,0,622,42005,39835,36006,36300,23727,22226,21699,18623,17474,17645
90696,10,5,342251,0,0,846,8167,11856,34003,35631,24539,47228,44722,61681,31997,42427
185421,10,5,5177839,0,0,45,546532,971642,1214106,641808,290358,294978,294807,278432,334176,311000
153997,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33079,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206258,10,5,6960591,0,1200955,18,898461,948012,849912,541242,222,44371,417054,1114112,1221312,925893
143688,10,5,264519,0,0,784,18393,17749,13274,15474,19477,13345,16032,6743,35576,108456
18251,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36682,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14778,10,5,778542,0,0,695,29359,37856,37327,48301,50208,38605,38352,53998,152190,292346
69955,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92177,10,5,21665,0,0,91,1516,2276,1972,2362,2216,2340,2743,1695,2217,2328
197951,10,5,1121601,0,0,10,151322,41278,68,0,0,0,78798,246803,299001,304331
184029,10,5,45572,0,0,122,2555,2659,2169,1939,6730,6938,2764,8162,8088,3568
78411,10,5,74300,0,0,432,6733,2818,3625,7739,9401,15866,9220,5588,4543,8767
155509,10,5,1899063,0,20006,69,145348,84637,248964,334705,323206,159236,329796,231461,37128,4582
186346,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51026,10,5,1865581,0,0,19,16579,4093,369,2883,339,4631,727545,195122,12126,901894
190830,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121043,10,5,2194903,0,0,35,23317,3495,77794,3409,78380,66970,263088,175478,901213,601759
35499,10,5,472172,0,0,665,30974,26986,124350,150016,44486,14219,14438,21051,30683,14969
160712,10,5,275,0,0,1,151,0,39,46,0,0,0,0,0,39
22759,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48427,10,5,37356,0,0,1,0,13827,23475,54,0,0,0,0,0,0
150962,10,5,1876497,0,0,1514,125067,149304,398621,404447,189711,150629,223393,108714,43850,82761
199708,10,5,212233,0,0,379,22836,17048,12690,30037,21882,41472,20565,12949,21830,10924
174433,10,5,956720,0,0,21,193982,1481,2343,49323,233668,110166,29722,382,58814,276839
101678,10,5,160720,0,0,1541,7277,5175,5714,7731,9595,14287,90479,7636,8039,4787
162720,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183636,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49842,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71245,10,5,843469,0,0,39,84107,14947,33109,37125,20471,55284,229264,296146,70544,2472
93428,10,5,40149,0,0,9,480,1994,2878,2184,1765,3080,14869,12602,255,42
94782,10,5,1756526,0,0,26,158731,193020,59157,7201,53855,112033,337029,65364,12010,758126
185297,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92323,10,5,295721,0,0,260,230659,53675,8975,199,617,1596,0,0,0,0
123649,10,5,570649,0,0,14,463,499,478,91,0,16140,85497,20040,218088,229353
152244,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40257,10,5,182623,0,0,705,12877,11377,24895,24647,10860,10800,21180,38678,14928,12381
125231,10,5,13424,0,0,9,0,109,246,128,19,546,406,544,134,11292
84930,10,5,2953,0,0,244,0,815,1024,597,164,168,100,53,32,0
128153,10,5,314533,0,0,721,25624,39072,21111,21337,26246,29100,34085,35189,59649,23120
111150,10,5,3218038,0,0,70,177803,332209,14235,37737,271054,409331,956890,727240,288465,3074
70717,10,5,36656,0,0,60,1448,3581,4170,5800,6382,3717,2023,2992,5068,1475
106380,10,5,8840987,0,789575,18,1372774,1446633,1430273,1374983,1095586,734169,286042,350,192751,907426
35178,10,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0
135293,10,5,1884283,0,0,130,2408,2167,4877,4736,19061,12686,135313,522683,627160,553192
39914,10,5,118594,0,0,16,3424,5605,39874,29692,20253,15960,47,38,239,3462
30323,10,5,380,0,0,0,0,0,0,0,0,0,0,163,217,0
141881,10,5,602648,0,0,16,21041,2419,0,98905,333612,132874,11519,717,948,613
181986,10,5,668674,0,0,339,3316,3515,4014,3231,4059,4630,3360,4667,102920,534962
113305,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30710,10,5,463078,0,0,16,52069,154868,113355,1589,716,0,72,1729,49707,88973
81246,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59813,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101824,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189288,10,5,352,0,0,0,0,0,0,0,0,0,0,246,106,0
161364,10,5,140,0,0,0,0,0,0,53,87,0,0,0,0,0
55156,10,5,1065355,0,0,28,0,44722,384418,165052,1132,211904,129452,84403,40009,4263
89730,10,5,171,0,0,0,0,86,85,0,0,0,0,0,0,0
135839,10,5,70849,0,0,72,7036,7792,4078,4808,7497,9654,7268,5198,6876,10642
44434,10,5,89866,0,0,11,3855,2953,0,4089,12886,11772,18453,2400,13428,20030
197675,10,5,298260,0,0,607,24219,27112,29767,27386,27563,31237,38687,27199,30147,34943
166889,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157703,10,5,1545865,0,0,2162,195899,217900,151099,147798,144537,138208,119321,142719,164307,124077
79932,10,5,8044,0,0,25,2277,1028,320,576,401,27,791,1980,400,244
29352,10,5,430809,0,0,178,12966,7810,12857,16553,8318,85364,66586,147490,57410,15455
44482,10,5,154867,75,0,708,10923,10293,20217,21060,22206,13915,7997,12462,17275,18519
138517,10,5,1333705,1680,0,4580,142446,135824,131111,134032,125800,137516,138765,130318,134643,123250
2356,10,5,86523,0,0,481,4702,5699,8417,13546,13741,8220,2873,12382,11643,5300
199298,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195720,10,5,1576765,0,0,35,465871,178265,12841,207492,310559,218477,79460,1312,2205,100283
5975,10,5,3114108,0,188090,620,22964,940,110610,329127,568397,296696,408339,318604,899275,159156
76056,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77090,10,5,341146,0,0,266,82798,46007,65871,19795,21068,24318,12694,15438,15554,37603
150024,10,5,136620,0,0,750,14921,10148,10871,11011,14133,12297,17837,22293,13748,9361
146121,10,5,1601785,0,8180,280,140173,156721,160703,96262,135687,162951,191787,218088,161749,177664
111305,10,5,1062878,0,0,15,54280,9677,54715,11233,53684,173637,116932,447179,131635,9906
103893,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183569,10,5,608500,0,0,206,30456,61342,2952,63474,161281,148022,137817,369,773,2014
102733,10,5,774579,0,0,71,8960,212714,192074,46890,57537,48997,98323,87428,21656,0
184480,10,5,125443,0,0,4,0,0,0,0,72,65,178,208,59323,65597
157835,10,5,5043715,0,429727,201,9444,9269,8420,49883,295602,542894,578466,903987,1312793,1332957
90087,10,5,176863,0,0,436,17324,13451,16340,16617,15231,14187,11508,24960,28943,18302
120779,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110811,10,5,4734523,0,0,19,353875,455987,506310,506323,550185,514671,449188,440207,475143,482634
113693,10,5,43266,0,0,243,1046,3255,4597,1941,1383,3397,5490,3644,11570,6943
171347,10,5,311,0,0,1,206,105,0,0,0,0,0,0,0,0
31004,10,5,0,0,0,68,0,0,0,0,0,0,0,0,0,0
82771,10,5,333,0,0,0,0,0,0,0,0,0,0,32,301,0
27136,10,5,588627,0,0,577,28711,163414,210128,32859,17773,20350,17437,34953,25951,37051
154173,10,5,1490,0,0,3,0,0,0,0,86,783,324,0,27,270
52383,10,5,1017708,0,0,36,0,53000,124346,86550,91575,82725,198340,257601,57429,66142
119259,10,5,140370,0,0,206,5754,16299,6604,16139,31231,25067,18246,7146,2031,11853
103658,10,5,129153,0,0,42,899,5530,3340,7194,6725,3049,6712,40755,53994,955
68238,10,5,473147,0,0,15,2721,220,2880,5914,3261,227,5522,715,132842,318845
186974,10,5,352,0,0,0,0,0,20,332,0,0,0,0,0,0
22615,10,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0
178887,10,5,1193,0,0,3,151,20,0,0,0,0,0,0,300,722
199040,10,5,9094617,0,0,348,873388,770096,834709,839937,1039849,1035898,954018,1019559,847078,880085
39203,10,5,191337,0,0,28,50722,9356,7036,45245,68129,243,10335,0,4,267
134780,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126208,10,5,345166,0,0,582,18023,32431,64,10896,103959,153397,8076,15091,1884,1345
103664,10,5,314,0,0,0,0,0,0,294,20,0,0,0,0,0
60630,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154134,10,5,141543,0,0,21,62517,51461,721,121,99,0,3361,11687,9667,1909
108648,10,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0
23134,10,5,345488,0,0,20,3028,8619,26189,24818,1147,1880,41930,101091,81308,55478
182031,10,5,1175599,0,0,274,20093,9677,26826,223890,561167,273786,59993,0,0,167
125285,10,5,2918,0,0,1,0,0,0,0,193,120,0,0,57,2548
66172,10,5,387326,0,0,37,289465,76255,4442,0,0,844,5166,6333,3818,1003
92704,10,5,345,0,0,0,345,0,0,0,0,0,0,0,0,0
129115,10,5,481742,0,0,980,86254,102425,71963,60954,24148,30644,24192,20531,29162,31469
203417,10,5,2947,0,0,25,508,455,321,287,177,335,105,274,384,101
113010,10,5,405783,0,0,50,13813,49307,93816,120528,71132,15471,5327,6159,16778,13452
62600,10,5,771727,0,0,221,1439,51131,81870,33367,1212,14477,108135,205618,196139,78339
20362,10,5,91432,0,0,595,0,15877,830,185,90,185,17208,4508,43184,9365
56289,10,5,2095820,0,0,74,192711,59678,45193,15341,173346,625943,270290,43032,370460,299826
55055,10,5,1422083,0,1076314,46,0,4627,5420,263053,695297,452929,324,110,128,195
114725,10,5,465907,0,0,431,72807,60561,36868,43134,40865,31170,58053,67564,27151,27734
54643,10,5,237,0,0,0,0,0,0,0,56,115,0,0,0,66
17146,10,5,131556,0,0,127,10780,39802,50948,5654,4597,4094,3845,4042,4173,3621
68083,10,5,277738,0,0,601,36725,33709,43526,31254,28945,23644,16413,28718,13174,21630
82768,10,5,294,0,0,1,4,0,0,0,202,87,1,0,0,0
162526,10,5,4454791,0,923248,12,906,294,528340,1062873,1220274,1178814,462487,154,187,462
206761,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65804,10,5,1113124,0,0,12,41106,108274,4283,0,23,3269,61792,142436,193458,558483
102629,10,5,998160,0,0,3610,99399,95057,96016,92551,101886,104211,93599,104187,105052,106202
67419,10,5,740036,0,0,161,62447,73776,246206,28656,6778,17408,12326,17987,5083,269369
168347,10,5,504856,0,0,9,1815,97636,70324,49,86,135,72,218,131815,202706
170948,10,5,652,0,0,3,513,0,0,0,0,11,128,0,0,0
151723,10,5,1938040,0,0,11,2260,76700,367558,511649,91271,198542,534121,670,337,154932
122766,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18041,10,5,280546,0,0,1082,55299,34057,23021,22601,22386,32931,17345,24671,26694,21541
160201,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158076,10,5,443,0,0,2,0,187,107,13,0,0,0,115,21,0
136156,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35888,10,5,11691,0,0,10,1083,980,1014,963,1359,1530,1272,1204,1272,1014
95340,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80727,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82503,10,5,1305972,0,0,55,60817,100783,217917,72485,6555,3019,26631,200390,352551,264824
119499,10,5,448551,0,131804,61,1506,1066,212726,207979,17943,1138,1416,2186,2057,534
163480,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85738,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194421,10,5,556733,0,0,19,290528,84790,159632,14504,618,1233,2051,1859,517,1001
21807,10,5,474996,0,0,22,112170,70470,68785,67077,97879,47656,3626,4979,2354,0
10228,10,5,926122,0,0,3444,86316,83100,83118,94700,85546,82664,93535,98882,112618,105643
171300,10,5,352,0,0,0,0,0,0,274,78,0,0,0,0,0
44376,10,5,168373,0,0,567,21347,24424,14342,12109,9558,19659,13689,9369,20847,23029
127088,10,5,611555,0,0,52,1811,18569,19225,2578,2731,97341,65279,115750,227636,60635
48297,10,5,74432,1953,0,89,6637,6890,6085,4440,3934,8128,11908,9236,9181,7993
48469,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27039,10,5,998175,0,0,6,805735,192216,0,0,0,15,70,0,0,139
162124,10,5,50824,0,0,238,2873,5362,3581,1782,5081,8076,8868,7783,4358,3060
97301,10,5,383,0,0,0,0,0,0,0,0,0,0,98,187,98
19310,10,5,311,0,0,3,0,0,0,0,0,0,20,291,0,0
188621,10,5,3899213,0,0,53,1001148,486892,336929,40122,498633,559835,606549,329241,35112,4752
37805,10,5,16464,0,0,137,1319,1174,1877,2433,1510,1849,1932,1397,1469,1504
178928,10,5,190,0,0,0,0,0,0,0,66,124,0,0,0,0
191938,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97618,10,5,39307,0,0,0,0,0,0,0,0,0,11006,28301,0,0
91229,10,5,100364,0,0,675,4356,8617,8456,9695,9757,13118,14751,13625,8609,9380
115418,10,5,2326500,0,0,117,158879,175549,199303,275465,230161,265112,222199,126634,250933,422265
135418,10,5,1313850,0,0,12,512940,313850,365346,107613,9199,319,1010,1626,1132,815
165080,10,5,405,0,0,0,0,334,71,0,0,0,0,0,0,0
76483,10,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0
170237,10,5,272,0,0,0,0,156,116,0,0,0,0,0,0,0
112052,10,5,13240095,0,2346173,65,1467417,1436759,1351316,1040718,870866,1143134,1476883,1535470,1465255,1452277
185838,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44977,10,5,5595879,0,755593,34,69475,64219,184895,526955,659523,664705,677268,532591,936557,1279691
35283,10,5,989340,0,0,2090,171181,133299,37738,42890,85188,89449,105450,109730,102924,111491
186663,10,5,271635,0,0,430,30854,44605,33875,10870,8372,16227,28675,24754,33573,39830
135381,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126449,10,5,14719019,0,5028014,73,1406445,1655871,1448063,1450353,1574373,1406185,1379589,1465447,1454880,1477813
47255,10,5,1758557,0,0,2653,190207,144911,156793,148839,178042,248703,163861,140786,148994,237421
176268,10,5,7632,0,0,12,0,854,357,2401,1004,460,670,640,646,600
31084,10,5,357576,0,0,709,34900,38267,41598,48600,35369,28809,28731,30745,33372,37185
1322,10,5,464,0,0,1,0,0,0,0,0,0,276,165,23,0
120654,10,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0
137440,10,5,195963,0,0,297,14255,26504,22622,9738,9207,20634,22247,26108,23563,21085
116194,10,5,1839659,0,0,168,8251,38711,406116,180988,173229,144979,223103,397986,245069,21227
201944,10,5,3793846,0,14424,228,461966,49080,76528,250734,580947,682563,412453,417121,435015,427439
54511,10,5,145812,0,0,2,0,0,0,332,249,0,1679,1262,0,142290
78093,10,5,2959734,0,1184697,97,120503,109828,4717,340950,1231407,486590,299432,52718,108879,204710
3168,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203402,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161353,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37765,10,5,272501,0,0,471,21937,27550,26376,17160,17215,47898,59349,16116,15969,22931
85731,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111688,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166606,10,5,1869172,0,0,368,172239,69359,42930,135534,277831,288501,256754,270481,217215,138328
195285,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122496,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145593,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4431,10,5,14204,0,0,77,6200,407,1798,4030,618,585,367,199,0,0
178219,10,5,57920,0,0,186,6594,7469,5197,3851,4456,4852,4049,5374,8288,7790
174465,10,5,46404,0,0,42,4644,4529,4816,4815,4824,4777,4557,4739,4432,4271
146003,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114486,10,5,9661367,0,0,87,1202758,1088415,1129162,1311515,1203894,990678,582627,761467,854909,535942
2160,10,5,57261,0,0,102,3924,7299,7347,6780,5882,4765,6353,7142,3811,3958
86345,10,5,531,0,0,0,218,0,0,0,0,0,0,108,205,0
5694,10,5,882188,0,0,1333,142351,79875,48640,44723,44823,86888,134945,120371,95917,83655
3655,10,5,2686511,0,0,294,432889,469077,102046,215264,119814,119151,301131,393901,259780,273458
148250,10,5,499959,0,0,283,351212,98939,9745,4198,6863,5339,9619,4957,3473,5614
68169,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101959,10,5,4181,0,0,523,0,372,165,0,0,126,592,2101,825,0
121602,10,5,54122,0,0,34,239,497,6541,23774,21734,0,188,455,343,351
158979,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115624,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199187,10,5,378488,0,0,1395,12232,26514,31033,46144,38416,19668,26285,30741,56316,91139
20929,10,5,2932648,0,1000916,17,0,16102,14897,1748,18,556621,1295510,948965,98625,162
3345,10,5,32421,0,0,20,3254,3034,3232,3404,3084,3268,3317,3365,3182,3281
9301,10,5,66212,0,0,174,2391,5761,3556,12971,11869,4814,7811,7547,5629,3863
159467,10,5,0,0,0,114,0,0,0,0,0,0,0,0,0,0
199877,10,5,3799485,0,0,369,318016,351347,292152,326903,412196,357217,366126,436550,429923,509055
147056,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87695,10,5,533055,0,0,576,63430,38925,76090,93798,67315,81664,55433,23036,19530,13834
120757,10,5,285246,0,0,41,5305,5054,4577,5173,5090,4407,5398,31510,157366,61366
190537,10,5,2167542,0,0,26,342527,864407,269462,14958,311,152,170,69539,225031,380985
119266,10,5,203258,0,0,26,258,420,1012,1515,1656,2399,2544,1666,49128,142660
101494,10,5,179475,0,0,553,10736,10743,13393,13651,24528,24053,25179,25725,19723,11744
87873,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130677,10,5,13589395,0,1007426,384,1369550,1461897,1388270,1373786,1413856,1378546,1426202,1371651,1269333,1136304
195858,10,5,137597,0,0,228,7269,6610,29132,4385,4692,42767,1843,1998,792,38109
88808,10,5,393128,0,0,108,197645,80975,9034,3913,610,0,74,10683,5231,84963
68376,10,5,3537,0,0,7,0,0,358,853,508,0,185,215,0,1418
49944,10,5,501266,0,0,484,71761,58925,61882,56623,58112,45250,38072,40826,38622,31193
178589,10,5,1378648,0,0,2344,170962,115151,113422,127499,110041,121651,120272,151374,191225,157051
54460,10,5,138652,0,0,2218,13241,13948,14272,10579,15865,14722,17427,11941,12363,14294
146048,10,5,127489,0,0,19,0,0,47,683,2292,2432,2398,10562,66109,42966
8518,10,5,1630820,0,0,28,0,137,827,59047,345159,167151,264102,264416,265246,264735
130103,10,5,378938,0,0,27,724,779,1183,129852,236740,1751,1517,1583,2048,2761
10555,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,10,5,168691,0,0,237,46,237,102,558,2042,518,19390,100111,45587,100
139106,10,5,3405650,0,80483,165,359553,164251,193184,282061,375546,342611,460254,615021,369075,244094
76342,10,5,428243,0,0,28,30028,2133,2306,3731,4030,93234,287028,898,1913,2942
118612,10,5,78750,0,0,113,9126,9334,8352,7026,6397,7093,7463,7969,8237,7753
